"t"	"Luma"	"Luminance"	"Shutter Speed (s)"	"Aperture (f/N)"	"ISO"
2.586943940E1	4.406121001E-3	0.000000000E0	1.370515500E-2	1.799999952E0	2.500000000E1
2.593612329E1	4.454495614E-3	0.000000000E0	1.438503800E-2	1.799999952E0	2.500000000E1
2.596941164E1	4.458526832E-3	0.000000000E0	1.509864800E-2	1.799999952E0	2.500000000E1
2.600286487E1	4.430308308E-3	0.000000000E0	1.584765900E-2	1.799999952E0	2.500000000E1
2.603610010E1	4.418214654E-3	0.000000000E0	1.663382700E-2	1.799999952E0	2.500000000E1
2.610275210E1	4.450464396E-3	0.000000000E0	1.745899500E-2	1.799999952E0	2.500000000E1
2.613609364E1	4.482714138E-3	0.000000000E0	1.832509800E-2	1.799999952E0	2.500000000E1
2.616945094E1	4.490776574E-3	0.000000000E0	1.923416600E-2	1.799999952E0	2.500000000E1
2.620289817E1	4.531088751E-3	0.000000000E0	2.018833100E-2	1.799999952E0	2.500000000E1
2.626947083E1	4.627837977E-3	0.000000000E0	2.118983000E-2	1.799999952E0	2.500000000E1
2.630279060E1	4.744743292E-3	0.000000000E0	2.224101100E-2	1.799999952E0	2.500000000E1
2.636947648E1	4.752805728E-3	0.000000000E0	2.334433900E-2	1.799999952E0	2.500000000E1
2.640289425E1	4.756836945E-3	0.000000000E0	2.450240100E-2	1.799999952E0	2.500000000E1
2.643619086E1	4.704431115E-3	0.000000000E0	2.571791200E-2	1.799999952E0	2.500000000E1
2.646947102E1	4.740712074E-3	0.000000000E0	2.699372200E-2	1.799999952E0	2.500000000E1
2.650286983E1	4.744743292E-3	0.000000000E0	2.833282200E-2	1.799999952E0	2.500000000E1
2.653614387E1	4.744743292E-3	0.000000000E0	3.121360700E-2	1.799999952E0	2.500000000E1
2.656948810E1	4.833430083E-3	0.000000000E0	3.121360700E-2	1.799999952E0	2.500000000E1
2.663616321E1	4.958397833E-3	0.000000000E0	3.276204600E-2	1.799999952E0	2.500000000E1
2.666948536E1	5.059178277E-3	0.000000000E0	3.614711700E-2	1.799999952E0	2.500000000E1
2.670287921E1	5.103521672E-3	0.000000000E0	3.614711700E-2	1.799999952E0	2.500000000E1
2.676948479E1	5.288957688E-3	0.000000000E0	3.809166600E-2	1.799999952E0	2.500000000E1
2.680284163E1	5.510674665E-3	0.000000000E0	4.025105800E-2	1.799999952E0	2.500000000E1
2.683620213E1	5.611455108E-3	0.000000000E0	4.266221800E-2	1.799999952E0	2.500000000E1
2.687064133E1	5.635642415E-3	0.000000000E0	4.843446200E-2	1.799999952E0	2.500000000E1
2.690767260E1	5.667892157E-3	0.000000000E0	5.192570800E-2	1.799999952E0	2.500000000E1
2.694613410E1	5.821078431E-3	0.000000000E0	5.593840500E-2	1.799999952E0	2.500000000E1
2.698459037E1	5.800922343E-3	0.000000000E0	5.593840500E-2	1.799999952E0	2.500000000E1
2.702626279E1	5.933952528E-3	0.000000000E0	6.605972700E-2	1.799999952E0	2.500000000E1
2.706973894E1	6.155669505E-3	0.000000000E0	6.605972700E-2	1.799999952E0	2.500000000E1
2.711518721E1	6.191950464E-3	0.000000000E0	3.823566900E-2	1.799999952E0	5.000000000E1
2.716519021E1	6.183888029E-3	0.000000000E0	4.041113400E-2	1.799999952E0	5.000000000E1
2.722401333E1	6.631353199E-3	0.000000000E0	4.284151100E-2	1.799999952E0	5.000000000E1
2.728283221E1	6.820820433E-3	0.000000000E0	4.556545600E-2	1.799999952E0	5.000000000E1
2.734949294E1	1.578221749E-2	7.214741960E-5	4.864177800E-2	1.799999952E0	5.000000000E1
2.741615998E1	9.874427567E-1	1.079394938E0	5.208691600E-2	1.799999952E0	5.000000000E1
2.745463083E1	8.963896414E-1	1.031496727E0	4.801734500E-2	1.799999952E0	5.000000000E1
2.749628344E1	1.006506385E0	1.302042645E0	4.455884600E-2	1.799999952E0	5.000000000E1
2.753976552E1	1.005571143E0	1.301407328E0	4.455884600E-2	1.799999952E0	5.000000000E1
2.758741713E1	1.003805470E0	1.487109372E0	3.898718800E-2	1.799999952E0	5.000000000E1
2.763741286E1	1.003797407E0	1.579382938E0	3.670718600E-2	1.799999952E0	5.000000000E1
2.768003390E1	1.009832140E0	1.672950099E0	3.468605900E-2	1.799999952E0	5.000000000E1
2.773265960E1	1.011726812E0	1.764840622E0	6.576274900E-2	1.799999952E0	2.500000000E1
2.779265960E1	1.001943047E0	1.956255504E0	5.927564000E-2	1.799999952E0	2.500000000E1
2.783811340E1	1.004430308E0	1.956697563E0	5.927564000E-2	1.799999952E0	2.500000000E1
2.787977267E1	1.007457753E0	2.337644235E0	4.963038800E-2	1.799999952E0	2.500000000E1
2.791681429E1	1.013210301E0	2.337785655E0	4.963038800E-2	1.799999952E0	2.500000000E1
2.795256256E1	1.011533314E0	2.526402611E0	4.593562400E-2	1.799999952E0	2.500000000E1
2.801921025E1	1.012899897E0	2.899467739E0	4.002652700E-2	1.799999952E0	2.500000000E1
2.808168383E1	1.007804438E0	3.084931956E0	3.762334200E-2	1.799999952E0	2.500000000E1
2.814419333E1	1.010452948E0	3.269245322E0	3.550006800E-2	1.799999952E0	2.500000000E1
2.819974440E1	1.009400800E0	3.453806818E0	3.360968500E-2	1.799999952E0	2.500000000E1
2.824974836E1	1.008949303E0	3.637525125E0	3.191526800E-2	1.799999952E0	2.500000000E1
2.829737056E1	1.009586236E0	3.828973891E0	3.031950400E-2	1.799999952E0	2.500000000E1
2.833903298E1	1.011565564E0	3.829159086E0	3.031950400E-2	1.799999952E0	2.500000000E1
2.837749790E1	1.013939951E0	4.242938364E0	2.736335100E-2	1.799999952E0	2.500000000E1
2.841320779E1	1.007691563E0	4.243058065E0	2.736335100E-2	1.799999952E0	2.500000000E1
2.844768525E1	1.008747743E0	4.466880992E0	2.599518300E-2	1.799999952E0	2.500000000E1
2.848102279E1	1.013536829E0	4.701809625E0	2.469542300E-2	1.799999952E0	2.500000000E1
2.851436106E1	1.013065177E0	4.949153801E0	2.346065100E-2	1.799999952E0	2.500000000E1
2.858103979E1	1.012658024E0	5.209950602E0	2.228761800E-2	1.799999952E0	2.500000000E1
2.861436956E1	1.013879483E0	5.484423748E0	2.117323700E-2	1.799999952E0	2.500000000E1
2.864770760E1	1.012271027E0	5.773193985E0	2.011457500E-2	1.799999952E0	2.500000000E1
2.868104010E1	1.011493002E0	6.077070867E0	1.910884600E-2	1.799999952E0	2.500000000E1
2.874771090E1	1.015552438E0	6.397045827E0	1.815340300E-2	1.799999952E0	2.500000000E1
2.878105067E1	1.012008998E0	6.733597120E0	1.724573200E-2	1.799999952E0	2.500000000E1
2.884772536E1	1.010356198E0	7.085512390E0	1.638344500E-2	1.799999952E0	2.500000000E1
2.888105840E1	1.011847749E0	7.458915470E0	1.556427200E-2	1.799999952E0	2.500000000E1
2.891439748E1	1.011033443E0	7.839433118E0	1.478605800E-2	1.799999952E0	2.500000000E1
2.894773402E1	1.011650219E0	8.251668494E0	1.404675500E-2	1.799999952E0	2.500000000E1
2.898107813E1	1.010360230E0	8.679129394E0	1.334441700E-2	1.799999952E0	2.500000000E1
2.904774140E1	1.009106521E0	9.118393466E0	1.267719600E-2	1.799999952E0	2.500000000E1
2.911442102E1	1.003603909E0	9.568275867E0	1.204333600E-2	1.799999952E0	2.500000000E1
2.914774744E1	1.006333043E0	1.004078728E1	1.144116900E-2	1.799999952E0	2.500000000E1
2.918108444E1	1.003934469E0	1.109561862E1	1.032565400E-2	1.799999952E0	2.500000000E1
2.921442348E1	9.998266576E-1	1.105148086E1	1.032565400E-2	1.799999952E0	2.500000000E1
2.924776056E1	9.941627967E-1	1.156421010E1	9.809371000E-3	1.799999952E0	2.500000000E1
2.928109363E1	9.970451174E-1	1.218088718E1	9.318902000E-3	1.799999952E0	2.500000000E1
2.934777617E1	9.959768447E-1	1.271934468E1	8.852956000E-3	1.799999952E0	2.500000000E1
2.938110425E1	9.805574368E-1	1.315477854E1	8.410308000E-3	1.799999952E0	2.500000000E1
2.948111467E1	9.726119066E-1	1.357791592E1	7.989792000E-3	1.799999952E0	2.500000000E1
2.951445275E1	9.661579270E-1	1.409841832E1	7.590302000E-3	1.799999952E0	2.500000000E1
2.954778732E1	9.607520640E-1	1.465057029E1	7.210786000E-3	1.799999952E0	2.500000000E1
2.958113898E1	9.520970395E-1	1.510450687E1	6.850246000E-3	1.799999952E0	2.500000000E1
2.961447325E1	9.526251290E-1	1.589804459E1	6.507733000E-3	1.799999952E0	2.500000000E1
2.968165633E1	9.424382417E-1	1.637421652E1	6.182346000E-3	1.799999952E0	2.500000000E1
2.971546017E1	9.312757998E-1	1.773627875E1	5.579566000E-3	1.799999952E0	2.500000000E1
2.974924259E1	9.210163506E-1	1.812113124E1	5.300587000E-3	1.799999952E0	2.500000000E1
2.978300648E1	9.100312822E-1	1.775522523E1	5.300587000E-3	1.799999952E0	2.500000000E1
2.985047659E1	8.939305986E-1	1.789596813E1	5.035557000E-3	1.799999952E0	2.500000000E1
2.988381321E1	8.912256514E-1	1.882162477E1	4.783779000E-3	1.799999952E0	2.500000000E1
2.991752521E1	8.840823336E-1	1.939936176E1	4.544590000E-3	1.799999952E0	2.500000000E1
2.995119952E1	8.739196336E-1	1.994405135E1	4.317360000E-3	1.799999952E0	2.500000000E1
2.998487167E1	8.620436662E-1	2.035954184E1	4.101492000E-3	1.799999952E0	2.500000000E1
3.005185217E1	8.562266189E-1	2.106026376E1	3.896417000E-3	1.799999952E0	2.500000000E1
3.008549975E1	8.463138545E-1	2.167696636E1	3.701596000E-3	1.799999952E0	2.500000000E1
3.015244598E1	8.351715686E-1	2.217663140E1	3.516516000E-3	1.799999952E0	2.500000000E1
3.018605056E1	8.235656927E-1	2.280498992E1	3.340690000E-3	1.799999952E0	2.500000000E1
3.021964740E1	8.117139125E-1	2.343791512E1	3.173655000E-3	1.799999952E0	2.500000000E1
3.025322921E1	8.051309340E-1	2.416849542E1	3.014972000E-3	1.799999952E0	2.500000000E1
3.032013075E1	8.032926987E-1	2.513699069E1	2.864223000E-3	1.799999952E0	2.500000000E1
3.035368586E1	7.947303922E-1	2.741512096E1	2.584960000E-3	1.799999952E0	2.500000000E1
3.038723094E1	7.915094492E-1	2.697416782E1	2.584960000E-3	1.799999952E0	2.500000000E1
3.042076913E1	7.837009804E-1	2.924765613E1	2.332926000E-3	1.799999952E0	2.500000000E1
3.045429067E1	7.761101974E-1	2.892794604E1	2.332926000E-3	1.799999952E0	2.500000000E1
3.048780613E1	7.733205947E-1	2.995538544E1	2.216279000E-3	1.799999952E0	2.500000000E1
3.052114117E1	7.750257998E-1	3.183645333E1	2.105465000E-3	1.799999952E0	2.500000000E1
3.058814590E1	7.587114616E-1	3.234004812E1	2.000191000E-3	1.799999952E0	2.500000000E1
3.065511809E1	7.480569530E-1	3.267597599E1	1.900181000E-3	1.799999952E0	2.500000000E1
3.068845309E1	7.486374484E-1	3.470346378E1	1.805171000E-3	1.799999952E0	2.500000000E1
3.072207182E1	7.361729231E-1	3.513842626E1	1.714912000E-3	1.799999952E0	2.500000000E1
3.075539959E1	7.361648607E-1	3.710730668E1	1.629166000E-3	1.799999952E0	2.500000000E1
3.078885867E1	7.302389706E-1	3.822288834E1	1.547707000E-3	1.799999952E0	2.500000000E1
3.085565017E1	7.221886287E-1	3.944603464E1	1.470321000E-3	1.799999952E0	2.500000000E1
3.088910402E1	7.169722330E-1	4.098417396E1	1.396804000E-3	1.799999952E0	2.500000000E1
3.092243994E1	7.155250258E-1	4.303723808E1	1.326963000E-3	1.799999952E0	2.500000000E1
3.095597994E1	7.004402090E-1	4.363652181E1	1.260614000E-3	1.799999952E0	2.500000000E1
3.098931879E1	6.997266834E-1	4.573861482E1	1.197583000E-3	1.799999952E0	2.500000000E1
3.102275059E1	6.928333011E-1	4.724852821E1	1.137703000E-3	1.799999952E0	2.500000000E1
3.105618040E1	6.849764577E-1	4.882618078E1	1.080817000E-3	1.799999952E0	2.500000000E1
3.112303228E1	6.697182985E-1	4.948107308E1	1.026776000E-3	1.799999952E0	2.500000000E1
3.115635755E1	6.703713558E-1	5.231416768E1	9.754370000E-4	1.799999952E0	2.500000000E1
3.122325663E1	6.494009610E-1	5.167127700E1	9.266650000E-4	1.799999952E0	2.500000000E1
3.129000071E1	6.377950851E-1	5.256879951E1	8.803310000E-4	1.799999952E0	2.500000000E1
3.132340098E1	6.306638609E-1	5.453384559E1	8.363140000E-4	1.799999952E0	2.500000000E1
3.135673863E1	6.295593073E-1	5.766085053E1	7.944980000E-4	1.799999952E0	2.500000000E1
3.139013805E1	6.237624162E-1	5.842664429E1	7.547730000E-4	1.799999952E0	2.500000000E1
3.145691194E1	6.024856489E-1	5.904612791E1	7.170340000E-4	1.799999952E0	2.500000000E1
3.149025598E1	6.009578173E-1	6.224726728E1	6.811820000E-4	1.799999952E0	2.500000000E1
3.152364544E1	5.930324432E-1	6.412293580E1	6.471220000E-4	1.799999952E0	2.500000000E1
3.155697732E1	5.952979876E-1	6.752228219E1	6.147650000E-4	1.799999952E0	2.500000000E1
3.159040921E1	5.799592041E-1	6.816304237E1	5.840260000E-4	1.799999952E0	2.500000000E1
3.162374690E1	5.798181115E-1	7.202222383E1	5.548240000E-4	1.799999952E0	2.500000000E1
3.165713109E1	5.702359069E-1	7.379157497E1	5.270820000E-4	1.799999952E0	2.500000000E1
3.169050759E1	5.615889448E-1	7.657373494E1	5.007270000E-4	1.799999952E0	2.500000000E1
3.172384309E1	5.613430405E-1	8.020369209E1	4.756900000E-4	1.799999952E0	2.500000000E1
3.175725971E1	5.439846169E-1	8.032368392E1	4.519050000E-4	1.799999952E0	2.500000000E1
3.179063432E1	5.393164667E-1	8.324020700E1	4.293090000E-4	1.799999952E0	2.500000000E1
3.182400290E1	5.258683243E-1	8.474167249E1	4.078430000E-4	1.799999952E0	2.500000000E1
3.189075586E1	5.117348749E-1	8.544485126E1	3.874500000E-4	1.799999952E0	2.500000000E1
3.195744475E1	5.047124936E-1	8.841911571E1	3.680770000E-4	1.799999952E0	2.500000000E1
3.199084028E1	4.902283282E-1	9.404291493E1	3.321890000E-4	1.799999952E0	2.500000000E1
3.202419632E1	4.813959301E-1	9.654621676E1	3.155790000E-4	1.799999952E0	2.500000000E1
3.205753828E1	4.801019092E-1	9.621260343E1	3.155790000E-4	1.799999952E0	2.500000000E1
3.212426013E1	4.691007159E-1	9.792704114E1	2.998000000E-4	1.799999952E0	2.500000000E1
3.219092102E1	4.693506514E-1	1.007021624E2	2.848100000E-4	1.799999952E0	2.500000000E1
3.225763859E1	4.513915764E-1	1.004079212E2	2.705690000E-4	1.799999952E0	2.500000000E1
3.232435294E1	4.326544763E-1	9.867875030E1	2.570400000E-4	1.799999952E0	2.500000000E1
3.235769509E1	4.317434211E-1	1.042172878E2	2.441880000E-4	1.799999952E0	2.500000000E1
3.239104628E1	4.304050568E-1	1.096099065E2	2.319780000E-4	1.799999952E0	2.500000000E1
3.249108871E1	4.140302503E-1	1.067649228E2	2.203790000E-4	1.799999952E0	2.500000000E1
3.252441732E1	4.116639254E-1	1.133161463E2	2.093600000E-4	1.799999952E0	2.500000000E1
3.255777067E1	4.119461107E-1	1.168357825E2	1.988920000E-4	1.799999952E0	2.500000000E1
3.259112002E1	3.931525735E-1	1.136144203E2	1.889470000E-4	1.799999952E0	2.500000000E1
3.265779505E1	3.900848168E-1	1.200064334E2	1.794990000E-4	1.799999952E0	2.500000000E1
3.272448017E1	3.780072884E-1	1.212219086E2	1.710870000E-4	1.799999952E0	2.500000000E1
3.275782790E1	3.722103973E-1	1.317074555E2	1.555550000E-4	1.799999952E0	2.500000000E1
3.279118755E1	3.572948916E-1	1.221869783E2	1.555550000E-4	1.799999952E0	2.500000000E1
3.282453417E1	3.440442789E-1	1.207169692E2	1.486310000E-4	1.799999952E0	2.500000000E1
3.285787821E1	3.340871711E-1	1.210671348E2	1.424810000E-4	1.799999952E0	2.500000000E1
3.292456813E1	3.259199239E-1	1.239226443E2	1.369210000E-4	1.799999952E0	2.500000000E1
3.295790513E1	3.161039087E-1	1.214207805E2	1.319000000E-4	1.799999952E0	2.500000000E1
3.299125778E1	3.047036249E-1	1.207480700E2	1.271670000E-4	1.799999952E0	2.500000000E1
3.302459948E1	2.906628934E-1	1.146105828E2	1.271670000E-4	1.799999952E0	2.500000000E1
3.305793963E1	2.835276380E-1	1.118214849E2	1.271670000E-4	1.799999952E0	2.500000000E1
3.312462086E1	2.759328238E-1	1.095155462E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.315795886E1	2.716315144E-1	1.075936316E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.322464474E1	2.634441112E-1	1.046902343E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.325797644E1	2.620654347E-1	1.036788967E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.329131009E1	2.594975490E-1	1.039140047E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.332464567E1	2.571715364E-1	1.018838658E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.335798628E1	2.577762190E-1	1.013352805E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.339132209E1	2.564176987E-1	1.026899504E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.345799636E1	2.554663313E-1	1.028802759E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.352467021E1	2.567321336E-1	1.022645169E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.355800482E1	2.582720588E-1	1.022645169E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.359134271E1	2.580543731E-1	1.022085388E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.362467398E1	2.580261545E-1	1.014920191E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.365801559E1	2.564701045E-1	1.022719806E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.369134728E1	2.572481295E-1	1.026451679E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.372468451E1	2.604811662E-1	1.032758544E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.375802401E1	2.610777864E-1	1.037162155E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.379135928E1	2.585744002E-1	1.039998378E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.382469455E1	2.585582753E-1	1.031974851E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.385804248E1	2.575424084E-1	1.026712910E2	1.253840000E-4	1.799999952E0	2.500000000E1
3.392470698E1	9.950254773E-2	3.322486566E1	1.253840000E-4	1.799999952E0	2.500000000E1
3.395804298E1	4.877773478E-3	3.731873038E-2	1.253840000E-4	1.799999952E0	2.500000000E1
3.399138236E1	5.631611197E-3	1.173393106E-1	1.315950000E-4	1.799999952E0	2.500000000E1
3.402471090E1	4.204560114E-3	0.000000000E0	1.315950000E-4	1.799999952E0	2.500000000E1
3.409139048E1	4.136029412E-3	0.000000000E0	1.380980000E-4	1.799999952E0	2.500000000E1
3.412472232E1	4.152154283E-3	0.000000000E0	1.449480000E-4	1.799999952E0	2.500000000E1
3.415806913E1	4.160216718E-3	0.000000000E0	1.521380000E-4	1.799999952E0	2.500000000E1
3.419139821E1	4.111842105E-3	0.000000000E0	1.596850000E-4	1.799999952E0	2.500000000E1
3.422472324E1	4.136029412E-3	0.000000000E0	1.676060000E-4	1.799999952E0	2.500000000E1
3.429138944E1	4.136029412E-3	0.000000000E0	1.759200000E-4	1.799999952E0	2.500000000E1
3.432472059E1	4.144091847E-3	0.000000000E0	1.938060000E-4	1.799999952E0	2.500000000E1
3.435805809E1	4.127966976E-3	0.000000000E0	1.938060000E-4	1.799999952E0	2.500000000E1
3.442470759E1	4.119904541E-3	0.000000000E0	2.034200000E-4	1.799999952E0	2.500000000E1
3.445804024E1	4.123935759E-3	0.000000000E0	2.135110000E-4	1.799999952E0	2.500000000E1
3.449136671E1	4.119904541E-3	0.000000000E0	2.241020000E-4	1.799999952E0	2.500000000E1
3.452469386E1	4.103779670E-3	0.000000000E0	2.468870000E-4	1.799999952E0	2.500000000E1
3.455801405E1	4.148123065E-3	0.000000000E0	2.468870000E-4	1.799999952E0	2.500000000E1
3.459133724E1	4.140060630E-3	0.000000000E0	2.719890000E-4	1.799999952E0	2.500000000E1
3.462467374E1	4.140060630E-3	0.000000000E0	2.719890000E-4	1.799999952E0	2.500000000E1
3.469133786E1	4.119904541E-3	0.000000000E0	2.854810000E-4	1.799999952E0	2.500000000E1
3.472464494E1	4.107810888E-3	0.000000000E0	2.996430000E-4	1.799999952E0	2.500000000E1
3.479129113E1	4.148123065E-3	0.000000000E0	3.145070000E-4	1.799999952E0	2.500000000E1
3.482461490E1	4.095717234E-3	0.000000000E0	3.464840000E-4	1.799999952E0	2.500000000E1
3.485794667E1	4.119904541E-3	0.000000000E0	3.464840000E-4	1.799999952E0	2.500000000E1
3.489126951E1	4.099748452E-3	0.000000000E0	3.636720000E-4	1.799999952E0	2.500000000E1
3.492459267E1	4.119904541E-3	0.000000000E0	3.817120000E-4	1.799999952E0	2.500000000E1
3.495792840E1	4.111842105E-3	0.000000000E0	4.006470000E-4	1.799999952E0	2.500000000E1
3.502458128E1	4.127966976E-3	0.000000000E0	4.205220000E-4	1.799999952E0	2.500000000E1
3.509121817E1	4.119904541E-3	0.000000000E0	4.413830000E-4	1.799999952E0	2.500000000E1
3.512450986E1	4.119904541E-3	0.000000000E0	4.632790000E-4	1.799999952E0	2.500000000E1
3.515782032E1	4.144091847E-3	0.000000000E0	4.862610000E-4	1.799999952E0	2.500000000E1
3.519116294E1	4.103779670E-3	0.000000000E0	5.103830000E-4	1.799999952E0	2.500000000E1
3.522447017E1	4.144091847E-3	0.000000000E0	5.357010000E-4	1.799999952E0	2.500000000E1
3.525781001E1	4.131998194E-3	0.000000000E0	5.622750000E-4	1.799999952E0	2.500000000E1
3.532442955E1	4.127966976E-3	0.000000000E0	5.901680000E-4	1.799999952E0	2.500000000E1
3.535776459E1	4.115873323E-3	0.000000000E0	6.501730000E-4	1.799999952E0	2.500000000E1
3.539105078E1	4.148123065E-3	0.000000000E0	6.501730000E-4	1.799999952E0	2.500000000E1
3.542438205E1	4.164247936E-3	0.000000000E0	6.824260000E-4	1.799999952E0	2.500000000E1
3.545769390E1	4.148123065E-3	0.000000000E0	7.162790000E-4	1.799999952E0	2.500000000E1
3.549099332E1	4.131998194E-3	0.000000000E0	7.518120000E-4	1.799999952E0	2.500000000E1
3.552429647E1	4.127966976E-3	0.000000000E0	7.891070000E-4	1.799999952E0	2.500000000E1
3.555760401E1	4.144091847E-3	0.000000000E0	8.282520000E-4	1.799999952E0	2.500000000E1
3.559090159E1	4.136029412E-3	0.000000000E0	8.693390000E-4	1.799999952E0	2.500000000E1
3.562423513E1	4.131998194E-3	0.000000000E0	9.124650000E-4	1.799999952E0	2.500000000E1
3.569078974E1	4.140060630E-3	0.000000000E0	9.577300000E-4	1.799999952E0	2.500000000E1
3.572408128E1	4.119904541E-3	0.000000000E0	1.005240000E-3	1.799999952E0	2.500000000E1
3.575736605E1	4.136029412E-3	0.000000000E0	1.055107000E-3	1.799999952E0	2.500000000E1
3.579065417E1	4.099748452E-3	0.000000000E0	1.107448000E-3	1.799999952E0	2.500000000E1
3.582394167E1	4.111842105E-3	0.000000000E0	1.162386000E-3	1.799999952E0	2.500000000E1
3.589056128E1	4.152154283E-3	0.000000000E0	1.220049000E-3	1.799999952E0	2.500000000E1
3.592384736E1	4.136029412E-3	0.000000000E0	1.344098000E-3	1.799999952E0	2.500000000E1
3.595718474E1	4.192466460E-3	0.000000000E0	1.344098000E-3	1.799999952E0	2.500000000E1
3.599039436E1	4.152154283E-3	0.000000000E0	1.410775000E-3	1.799999952E0	2.500000000E1
3.605699921E1	4.148123065E-3	0.000000000E0	1.480760000E-3	1.799999952E0	2.500000000E1
3.609026601E1	4.156185501E-3	0.000000000E0	1.554217000E-3	1.799999952E0	2.500000000E1
3.612353340E1	4.152154283E-3	0.000000000E0	1.631318000E-3	1.799999952E0	2.500000000E1
3.619005701E1	4.168279154E-3	0.000000000E0	1.712244000E-3	1.799999952E0	2.500000000E1
3.622338651E1	4.156185501E-3	0.000000000E0	1.886338000E-3	1.799999952E0	2.500000000E1
3.625664324E1	4.192466460E-3	0.000000000E0	1.886338000E-3	1.799999952E0	2.500000000E1
3.628997917E1	4.184404025E-3	0.000000000E0	1.979915000E-3	1.799999952E0	2.500000000E1
3.632322651E1	4.152154283E-3	0.000000000E0	2.078134000E-3	1.799999952E0	2.500000000E1
3.638971270E1	4.131998194E-3	0.000000000E0	2.181225000E-3	1.799999952E0	2.500000000E1
3.642294867E1	4.156185501E-3	0.000000000E0	2.289430000E-3	1.799999952E0	2.500000000E1
3.648951609E1	4.164247936E-3	0.000000000E0	2.403003000E-3	1.799999952E0	2.500000000E1
3.652274090E1	4.160216718E-3	0.000000000E0	2.522210000E-3	1.799999952E0	2.500000000E1
3.655596059E1	4.192466460E-3	0.000000000E0	2.647331000E-3	1.799999952E0	2.500000000E1
3.658917420E1	4.131998194E-3	0.000000000E0	2.778659000E-3	1.799999952E0	2.500000000E1
3.662238194E1	4.140060630E-3	0.000000000E0	2.916502000E-3	1.799999952E0	2.500000000E1
3.665571920E1	4.152154283E-3	0.000000000E0	3.061183000E-3	1.799999952E0	2.500000000E1
3.668891967E1	4.188435243E-3	0.000000000E0	3.213041000E-3	1.799999952E0	2.500000000E1
3.672225617E1	4.148123065E-3	0.000000000E0	3.372433000E-3	1.799999952E0	2.500000000E1
3.675544755E1	4.152154283E-3	0.000000000E0	3.539732000E-3	1.799999952E0	2.500000000E1
3.682165855E1	4.212622549E-3	0.000000000E0	3.715330000E-3	1.799999952E0	2.500000000E1
3.688797597E1	4.200528896E-3	0.000000000E0	3.899639000E-3	1.799999952E0	2.500000000E1
3.692131574E1	4.164247936E-3	0.000000000E0	4.296140000E-3	1.799999952E0	2.500000000E1
3.695445944E1	4.204560114E-3	0.000000000E0	4.296140000E-3	1.799999952E0	2.500000000E1
3.698759536E1	4.160216718E-3	0.000000000E0	4.509262000E-3	1.799999952E0	2.500000000E1
3.702072290E1	4.196497678E-3	0.000000000E0	4.732956000E-3	1.799999952E0	2.500000000E1
3.705384144E1	4.196497678E-3	0.000000000E0	4.967747000E-3	1.799999952E0	2.500000000E1
3.708717705E1	4.192466460E-3	0.000000000E0	5.214186000E-3	1.799999952E0	2.500000000E1
3.712028766E1	4.236809856E-3	0.000000000E0	5.472850000E-3	1.799999952E0	2.500000000E1
3.715338163E1	4.236809856E-3	0.000000000E0	5.744346000E-3	1.799999952E0	2.500000000E1
3.718671674E1	4.196497678E-3	0.000000000E0	6.029310000E-3	1.799999952E0	2.500000000E1
3.721979770E1	4.220684985E-3	0.000000000E0	6.328411000E-3	1.799999952E0	2.500000000E1
3.728592863E1	4.216653767E-3	0.000000000E0	6.642349000E-3	1.799999952E0	2.500000000E1
3.731866440E1	4.204560114E-3	0.000000000E0	6.971861000E-3	1.799999952E0	2.500000000E1
3.735199940E1	4.188435243E-3	0.000000000E0	7.317719000E-3	1.799999952E0	2.500000000E1
3.738501405E1	4.188435243E-3	0.000000000E0	7.680735000E-3	1.799999952E0	2.500000000E1
3.741801170E1	4.196497678E-3	0.000000000E0	8.061759000E-3	1.799999952E0	2.500000000E1
3.748432978E1	4.148123065E-3	0.000000000E0	8.461685000E-3	1.799999952E0	2.500000000E1
3.751729809E1	4.152154283E-3	0.000000000E0	8.881450000E-3	1.799999952E0	2.500000000E1
3.754982678E1	4.107810888E-3	0.000000000E0	9.322039000E-3	1.799999952E0	2.500000000E1
3.761606940E1	4.027186533E-3	0.000000000E0	9.784485000E-3	1.799999952E0	2.500000000E1
3.764895217E1	3.978811920E-3	0.000000000E0	1.026987200E-2	1.799999952E0	2.500000000E1
