"t"	"Luma"	"Luminance"	"Shutter Speed (s)"	"Aperture (f/N)"	"ISO"
4.902889658E1	5.804953560E-3	0.000000000E0	4.663976000E-2	1.799999952E0	5.000000000E1
4.906460185E1	6.534603973E-3	0.000000000E0	4.987696300E-2	1.799999952E0	5.000000000E1
4.910166227E1	6.780508256E-3	0.000000000E0	4.987696300E-2	1.799999952E0	5.000000000E1
4.914164477E1	6.961913055E-3	0.000000000E0	5.357323700E-2	1.799999952E0	5.000000000E1
4.918330958E1	2.147429696E-2	8.859835625E-4	5.783056500E-2	1.799999952E0	5.000000000E1
4.922875539E1	7.017745421E-1	5.478077154E-1	6.277458600E-2	1.799999952E0	5.000000000E1
4.927421050E1	3.570852683E-1	1.398551036E-1	6.492887500E-2	1.799999952E0	5.000000000E1
4.932182562E1	1.008171278E0	9.897440232E-1	5.860523600E-2	1.799999952E0	5.000000000E1
4.936183100E1	1.010166731E0	1.085613089E0	5.345337500E-2	1.799999952E0	5.000000000E1
4.941739096E1	1.009630579E0	1.180178608E0	4.916748000E-2	1.799999952E0	5.000000000E1
4.947621073E1	1.010162700E0	1.274030477E0	4.554131800E-2	1.799999952E0	5.000000000E1
4.954287431E1	1.010186887E0	1.367371563E0	4.243030000E-2	1.799999952E0	5.000000000E1
4.960955135E1	1.008735649E0	1.460237361E0	3.972980400E-2	1.799999952E0	5.000000000E1
4.967619904E1	1.008392995E0	1.552981145E0	3.736211800E-2	1.799999952E0	5.000000000E1
4.973174808E1	1.011351909E0	1.645673296E0	3.526822600E-2	1.799999952E0	5.000000000E1
4.979175177E1	1.000769963E0	1.735803134E0	3.340245400E-2	1.799999952E0	5.000000000E1
4.983937173E1	1.005204302E0	1.827839923E0	6.345773600E-2	1.799999952E0	2.500000000E1
4.988285208E1	1.006667634E0	2.020284017E0	5.741740900E-2	1.799999952E0	2.500000000E1
4.992286027E1	1.008388964E0	2.020732234E0	5.741740900E-2	1.799999952E0	2.500000000E1
4.996131985E1	1.009142802E0	2.211457261E0	5.247227000E-2	1.799999952E0	2.500000000E1
4.999702977E1	1.009017834E0	2.400765476E0	4.834226100E-2	1.799999952E0	2.500000000E1
5.003273312E1	1.009086365E0	2.588296827E0	4.483679900E-2	1.799999952E0	2.500000000E1
5.006722862E1	1.012021091E0	2.775126361E0	4.182129100E-2	1.799999952E0	2.500000000E1
5.012603916E1	1.009687016E0	2.960879270E0	3.919776000E-2	1.799999952E0	2.500000000E1
5.018490266E1	1.013561017E0	3.145857066E0	3.689306300E-2	1.799999952E0	2.500000000E1
5.023753966E1	1.008921085E0	3.330629415E0	3.485141500E-2	1.799999952E0	2.500000000E1
5.029012523E1	1.009928889E0	3.514349526E0	3.302948300E-2	1.799999952E0	2.500000000E1
5.034013169E1	1.017253612E0	3.699628549E0	3.137800800E-2	1.799999952E0	2.500000000E1
5.038362619E1	1.014508353E0	4.099873380E0	2.831865100E-2	1.799999952E0	2.500000000E1
5.042360935E1	1.014798600E0	4.100022089E0	2.831865100E-2	1.799999952E0	2.500000000E1
5.046065189E1	1.012992615E0	4.315917155E0	2.690271800E-2	1.799999952E0	2.500000000E1
5.049769446E1	1.012460494E0	4.542997474E0	2.555758200E-2	1.799999952E0	2.500000000E1
5.053339531E1	1.010432792E0	4.782507493E0	2.427970200E-2	1.799999952E0	2.500000000E1
5.060007254E1	1.008521994E0	5.034522904E0	2.306571600E-2	1.799999952E0	2.500000000E1
5.063341069E1	1.010916538E0	5.299540550E0	2.191243000E-2	1.799999952E0	2.500000000E1
5.066675173E1	1.014951787E0	5.871452227E0	1.977596700E-2	1.799999952E0	2.500000000E1
5.070009246E1	1.011545408E0	6.180177368E0	1.878716800E-2	1.799999952E0	2.500000000E1
5.073341785E1	1.012666086E0	6.505056823E0	1.784780900E-2	1.799999952E0	2.500000000E1
5.076675319E1	1.010763351E0	6.504086792E0	1.784780900E-2	1.799999952E0	2.500000000E1
5.080009096E1	1.009707172E0	6.845137913E0	1.695541800E-2	1.799999952E0	2.500000000E1
5.083342404E1	1.010932663E0	7.202271042E0	1.610764700E-2	1.799999952E0	2.500000000E1
5.086676746E1	1.007570627E0	7.570605278E0	1.530226400E-2	1.799999952E0	2.500000000E1
5.093343562E1	1.009255676E0	7.946495061E0	1.453715000E-2	1.799999952E0	2.500000000E1
5.096677943E1	1.011698594E0	8.355651631E0	1.381029200E-2	1.799999952E0	2.500000000E1
5.100010762E1	1.007957624E0	8.794745402E0	1.311977700E-2	1.799999952E0	2.500000000E1
5.103344385E1	1.003478941E0	9.242084408E0	1.246378800E-2	1.799999952E0	2.500000000E1
5.110012454E1	1.002229263E0	9.649079145E0	1.184059800E-2	1.799999952E0	2.500000000E1
5.113345500E1	9.959163764E-1	1.008687459E1	1.124856800E-2	1.799999952E0	2.500000000E1
5.116678643E1	9.967064951E-1	1.059919751E1	1.068613900E-2	1.799999952E0	2.500000000E1
5.120012646E1	9.904943885E-1	1.103702677E1	1.015183200E-2	1.799999952E0	2.500000000E1
5.126680654E1	9.857738326E-1	1.148352913E1	9.644240000E-3	1.799999952E0	2.500000000E1
5.130013939E1	9.842056889E-1	1.265677244E1	8.703926000E-3	1.799999952E0	2.500000000E1
5.133347135E1	9.774372743E-1	1.320498850E1	8.268729000E-3	1.799999952E0	2.500000000E1
5.136680704E1	9.731762771E-1	1.374773530E1	7.855292000E-3	1.799999952E0	2.500000000E1
5.140014342E1	9.734262126E-1	1.451136782E1	7.462527000E-3	1.799999952E0	2.500000000E1
5.143349604E1	9.684436275E-1	1.433373237E1	7.462527000E-3	1.799999952E0	2.500000000E1
5.146682223E1	9.624854876E-1	1.491052836E1	7.089400000E-3	1.799999952E0	2.500000000E1
5.150015316E1	9.565031605E-1	1.541113545E1	6.734930000E-3	1.799999952E0	2.500000000E1
5.153349069E1	9.480255095E-1	1.596862449E1	6.398183000E-3	1.799999952E0	2.500000000E1
5.160084519E1	9.302276832E-1	1.622902194E1	6.078273000E-3	1.799999952E0	2.500000000E1
5.163464123E1	9.239268898E-1	1.758497644E1	5.485641000E-3	1.799999952E0	2.500000000E1
5.166801042E1	9.192869582E-1	1.849793457E1	5.211358000E-3	1.799999952E0	2.500000000E1
5.170175592E1	9.124701690E-1	1.902843054E1	4.950790000E-3	1.799999952E0	2.500000000E1
5.173550985E1	9.013278831E-1	1.953228979E1	4.703250000E-3	1.799999952E0	2.500000000E1
5.176925362E1	8.887625774E-1	1.899067685E1	4.703250000E-3	1.799999952E0	2.500000000E1
5.180298773E1	8.817039151E-1	1.958626687E1	4.468087000E-3	1.799999952E0	2.500000000E1
5.187036677E1	8.600320885E-1	1.950131642E1	4.244682000E-3	1.799999952E0	2.500000000E1
5.190402381E1	8.471805663E-1	2.007805874E1	4.032447000E-3	1.799999952E0	2.500000000E1
5.197129712E1	8.280363132E-1	2.020344431E1	3.830824000E-3	1.799999952E0	2.500000000E1
5.200463439E1	8.326883385E-1	2.134058965E1	3.639282000E-3	1.799999952E0	2.500000000E1
5.207182904E1	8.161684082E-1	2.164199312E1	3.457317000E-3	1.799999952E0	2.500000000E1
5.210547046E1	8.089202786E-1	2.217770992E1	3.284451000E-3	1.799999952E0	2.500000000E1
5.217242150E1	8.054050568E-1	2.323293920E1	3.120228000E-3	1.799999952E0	2.500000000E1
5.220568604E1	8.072231360E-1	2.458627674E1	2.964216000E-3	1.799999952E0	2.500000000E1
5.227285600E1	7.975320885E-1	2.507224018E1	2.816005000E-3	1.799999952E0	2.500000000E1
5.230638354E1	7.878410410E-1	2.578822832E1	2.675204000E-3	1.799999952E0	2.500000000E1
5.233967816E1	7.907354554E-1	2.739756515E1	2.541443000E-3	1.799999952E0	2.500000000E1
5.237329066E1	7.853416860E-1	2.825658674E1	2.414370000E-3	1.799999952E0	2.500000000E1
5.240653062E1	7.863857714E-1	2.992861088E1	2.293651000E-3	1.799999952E0	2.500000000E1
5.247365531E1	7.737438725E-1	3.060854570E1	2.178968000E-3	1.799999952E0	2.500000000E1
5.250717435E1	7.669270833E-1	3.354363142E1	1.966518000E-3	1.799999952E0	2.500000000E1
5.254041754E1	7.718895124E-1	3.529856806E1	1.868192000E-3	1.799999952E0	2.500000000E1
5.257389715E1	7.648671311E-1	3.643268290E1	1.774782000E-3	1.799999952E0	2.500000000E1
5.260738558E1	7.549422730E-1	3.779488742E1	1.686042000E-3	1.799999952E0	2.500000000E1
5.264088200E1	7.470370550E-1	3.717129093E1	1.686042000E-3	1.799999952E0	2.500000000E1
5.267435908E1	7.439813919E-1	3.827233789E1	1.601739000E-3	1.799999952E0	2.500000000E1
5.270782565E1	7.366526380E-1	3.952006025E1	1.521652000E-3	1.799999952E0	2.500000000E1
5.274126281E1	7.303518447E-1	4.114334743E1	1.445569000E-3	1.799999952E0	2.500000000E1
5.277474308E1	7.282596427E-1	4.241643974E1	1.373290000E-3	1.799999952E0	2.500000000E1
5.280817081E1	7.233657443E-1	4.654960218E1	1.239393000E-3	1.799999952E0	2.500000000E1
5.284165965E1	7.146704076E-1	4.807045621E1	1.177423000E-3	1.799999952E0	2.500000000E1
5.287495842E1	7.113930276E-1	4.800289687E1	1.177423000E-3	1.799999952E0	2.500000000E1
5.290848777E1	6.987632224E-1	4.917988903E1	1.118551000E-3	1.799999952E0	2.500000000E1
5.294182204E1	7.005692079E-1	5.140680567E1	1.062623000E-3	1.799999952E0	2.500000000E1
5.300882277E1	6.781516060E-1	5.154875496E1	1.009491000E-3	1.799999952E0	2.500000000E1
5.304219742E1	6.697747356E-1	5.269225400E1	9.590160000E-4	1.799999952E0	2.500000000E1
5.307558150E1	6.636392221E-1	5.740035366E1	8.655110000E-4	1.799999952E0	2.500000000E1
5.310890473E1	6.630909765E-1	5.720789104E1	8.655110000E-4	1.799999952E0	2.500000000E1
5.317572527E1	6.473047278E-1	5.789303729E1	8.222350000E-4	1.799999952E0	2.500000000E1
5.320919446E1	6.382788313E-1	5.950657672E1	7.811230000E-4	1.799999952E0	2.500000000E1
5.327596535E1	6.231456398E-1	6.009741659E1	7.420660000E-4	1.799999952E0	2.500000000E1
5.334270700E1	6.139988068E-1	6.218722070E1	7.049620000E-4	1.799999952E0	2.500000000E1
5.337608288E1	6.050898155E-1	6.389387273E1	6.697130000E-4	1.799999952E0	2.500000000E1
5.340940815E1	6.049567853E-1	6.748841387E1	6.362270000E-4	1.799999952E0	2.500000000E1
5.347621408E1	5.875822368E-1	6.782230656E1	6.044150000E-4	1.799999952E0	2.500000000E1
5.350962392E1	5.823577786E-1	6.952089643E1	5.741940000E-4	1.799999952E0	2.500000000E1
5.354285123E1	5.815797536E-1	7.305640776E1	5.454840000E-4	1.799999952E0	2.500000000E1
5.357617673E1	5.820796246E-1	7.706503464E1	5.182090000E-4	1.799999952E0	2.500000000E1
5.360956581E1	5.721991099E-1	7.898926327E1	4.922980000E-4	1.799999952E0	2.500000000E1
5.364294681E1	5.657814112E-1	8.229618509E1	4.676830000E-4	1.799999952E0	2.500000000E1
5.370972608E1	5.481649897E-1	8.210440401E1	4.442980000E-4	1.799999952E0	2.500000000E1
5.374304646E1	5.373895446E-1	8.304450814E1	4.220830000E-4	1.799999952E0	2.500000000E1
5.377643019E1	5.280089009E-1	8.714939476E1	4.009780000E-4	1.799999952E0	2.500000000E1
5.384316542E1	5.211800181E-1	8.943551464E1	3.809290000E-4	1.799999952E0	2.500000000E1
5.390991312E1	5.036764706E-1	9.013833704E1	3.618820000E-4	1.799999952E0	2.500000000E1
5.397657708E1	4.880071272E-1	8.970929245E1	3.437870000E-4	1.799999952E0	2.500000000E1
5.404334631E1	4.829519801E-1	9.288083524E1	3.265970000E-4	1.799999952E0	2.500000000E1
5.407661031E1	4.824521091E-1	9.814939157E1	3.102670000E-4	1.799999952E0	2.500000000E1
5.411002869E1	4.731399961E-1	1.005436209E2	2.947530000E-4	1.799999952E0	2.500000000E1
5.414333169E1	4.653355586E-1	1.022995953E2	2.800150000E-4	1.799999952E0	2.500000000E1
5.417673438E1	4.658434920E-1	1.076100079E2	2.660140000E-4	1.799999952E0	2.500000000E1
5.424334988E1	4.592081076E-1	1.097336149E2	2.527130000E-4	1.799999952E0	2.500000000E1
5.427670319E1	4.587243615E-1	1.219765047E2	2.280730000E-4	1.799999952E0	2.500000000E1
5.431006200E1	4.522663506E-1	1.197279386E2	2.280730000E-4	1.799999952E0	2.500000000E1
5.434340962E1	4.424503354E-1	1.207774790E2	2.166690000E-4	1.799999952E0	2.500000000E1
5.437678215E1	4.295665635E-1	1.235814174E2	2.058350000E-4	1.799999952E0	2.500000000E1
5.441010258E1	4.289981618E-1	1.277240648E2	1.955430000E-4	1.799999952E0	2.500000000E1
5.444353158E1	4.198352038E-1	1.280742679E2	1.857650000E-4	1.799999952E0	2.500000000E1
5.447685442E1	4.127725103E-1	1.322622461E2	1.764760000E-4	1.799999952E0	2.500000000E1
5.454351631E1	4.023639061E-1	1.331643164E2	1.676520000E-4	1.799999952E0	2.500000000E1
5.457686062E1	3.829858424E-1	1.294411502E2	1.592690000E-4	1.799999952E0	2.500000000E1
5.464361442E1	3.645793021E-1	1.271129141E2	1.514300000E-4	1.799999952E0	2.500000000E1
5.467696277E1	3.609391125E-1	1.325121208E2	1.448080000E-4	1.799999952E0	2.500000000E1
5.471032711E1	3.537353264E-1	1.330887215E2	1.390440000E-4	1.799999952E0	2.500000000E1
5.477693215E1	3.298140802E-1	1.250744145E2	1.335090000E-4	1.799999952E0	2.500000000E1
5.481033469E1	3.230859778E-1	1.270179485E2	1.285080000E-4	1.799999952E0	2.500000000E1
5.484368300E1	3.143704850E-1	1.219312590E2	1.285080000E-4	1.799999952E0	2.500000000E1
5.487694746E1	3.115446014E-1	1.218293068E2	1.285080000E-4	1.799999952E0	2.500000000E1
5.491029784E1	3.055985552E-1	1.181007671E2	1.285080000E-4	1.799999952E0	2.500000000E1
5.494364850E1	2.921141318E-1	1.133927575E2	1.285080000E-4	1.799999952E0	2.500000000E1
5.497699577E1	2.832575464E-1	1.099423397E2	1.266550000E-4	1.799999952E0	2.500000000E1
5.501033446E1	2.733810630E-1	1.061555559E2	1.266550000E-4	1.799999952E0	2.500000000E1
5.507702396E1	2.658588106E-1	1.065362825E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.511036561E1	2.645849458E-1	1.047929751E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.514371892E1	2.618114680E-1	1.058629019E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.517710154E1	2.610697239E-1	1.062332612E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.521035831E1	2.604489164E-1	1.061322541E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.524369927E1	2.580261545E-1	1.060723981E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.527705338E1	2.431953044E-1	1.021892370E2	1.250780000E-4	1.799999952E0	2.500000000E1
5.531044477E1	1.516423181E-1	7.376509648E1	1.250780000E-4	1.799999952E0	2.500000000E1
5.534370435E1	4.583494582E-3	1.122300890E-2	1.250780000E-4	1.799999952E0	2.500000000E1
5.537702292E1	4.220684985E-3	0.000000000E0	1.250780000E-4	1.799999952E0	2.500000000E1
5.544371027E1	4.188435243E-3	0.000000000E0	1.312790000E-4	1.799999952E0	2.500000000E1
5.547710504E1	4.410152219E-3	0.000000000E0	1.377910000E-4	1.799999952E0	2.500000000E1
5.551044396E1	4.587525800E-3	9.706079867E-3	1.446260000E-4	1.799999952E0	2.500000000E1
5.557704915E1	4.148123065E-3	0.000000000E0	1.518000000E-4	1.799999952E0	2.500000000E1
5.561039950E1	4.111842105E-3	0.000000000E0	1.672290000E-4	1.799999952E0	2.500000000E1
5.564371742E1	4.115873323E-3	0.000000000E0	1.672290000E-4	1.799999952E0	2.500000000E1
5.567704788E1	4.111842105E-3	0.000000000E0	1.755240000E-4	1.799999952E0	2.500000000E1
5.574376654E1	4.123935759E-3	0.000000000E0	1.842310000E-4	1.799999952E0	2.500000000E1
5.581047208E1	4.127966976E-3	0.000000000E0	1.933700000E-4	1.799999952E0	2.500000000E1
5.584369458E1	4.099748452E-3	0.000000000E0	2.029620000E-4	1.799999952E0	2.500000000E1
5.591042915E1	4.119904541E-3	0.000000000E0	2.130300000E-4	1.799999952E0	2.500000000E1
5.594375515E1	4.071529928E-3	0.000000000E0	2.346890000E-4	1.799999952E0	2.500000000E1
5.597709642E1	4.131998194E-3	0.000000000E0	2.346890000E-4	1.799999952E0	2.500000000E1
5.601033627E1	4.087654799E-3	0.000000000E0	2.463310000E-4	1.799999952E0	2.500000000E1
5.604368765E1	4.127966976E-3	0.000000000E0	2.585500000E-4	1.799999952E0	2.500000000E1
5.607705442E1	4.091686017E-3	0.000000000E0	2.713760000E-4	1.799999952E0	2.500000000E1
5.611037219E1	4.123935759E-3	0.000000000E0	2.848380000E-4	1.799999952E0	2.500000000E1
5.617704992E1	4.067498710E-3	0.000000000E0	2.989680000E-4	1.799999952E0	2.500000000E1
5.621030561E1	4.111842105E-3	0.000000000E0	3.137990000E-4	1.799999952E0	2.500000000E1
5.624363408E1	4.099748452E-3	0.000000000E0	3.293650000E-4	1.799999952E0	2.500000000E1
5.627696442E1	4.103779670E-3	0.000000000E0	3.457040000E-4	1.799999952E0	2.500000000E1
5.631038115E1	4.095717234E-3	0.000000000E0	3.628530000E-4	1.799999952E0	2.500000000E1
5.637691242E1	4.144091847E-3	0.000000000E0	3.808530000E-4	1.799999952E0	2.500000000E1
5.644358731E1	4.099748452E-3	0.000000000E0	3.997460000E-4	1.799999952E0	2.500000000E1
5.647690731E1	4.136029412E-3	0.000000000E0	4.195760000E-4	1.799999952E0	2.500000000E1
5.651026461E1	4.136029412E-3	0.000000000E0	4.403900000E-4	1.799999952E0	2.500000000E1
5.654354077E1	4.119904541E-3	0.000000000E0	4.622360000E-4	1.799999952E0	2.500000000E1
5.657688281E1	4.111842105E-3	0.000000000E0	4.851660000E-4	1.799999952E0	2.500000000E1
5.661024904E1	4.160216718E-3	0.000000000E0	5.092340000E-4	1.799999952E0	2.500000000E1
5.667681888E1	4.123935759E-3	0.000000000E0	5.344960000E-4	1.799999952E0	2.500000000E1
5.674346300E1	4.127966976E-3	0.000000000E0	5.610110000E-4	1.799999952E0	2.500000000E1
5.677681827E1	4.152154283E-3	0.000000000E0	5.888410000E-4	1.799999952E0	2.500000000E1
5.681007684E1	4.127966976E-3	0.000000000E0	6.180520000E-4	1.799999952E0	2.500000000E1
5.684336804E1	4.144091847E-3	0.000000000E0	6.487120000E-4	1.799999952E0	2.500000000E1
5.691008484E1	4.140060630E-3	0.000000000E0	6.808930000E-4	1.799999952E0	2.500000000E1
5.697669384E1	4.123935759E-3	0.000000000E0	7.146700000E-4	1.799999952E0	2.500000000E1
5.700992265E1	4.127966976E-3	0.000000000E0	7.501230000E-4	1.799999952E0	2.500000000E1
5.707660304E1	4.152154283E-3	0.000000000E0	7.873340000E-4	1.799999952E0	2.500000000E1
5.714330454E1	4.131998194E-3	0.000000000E0	8.263910000E-4	1.799999952E0	2.500000000E1
5.720990281E1	4.131998194E-3	0.000000000E0	8.673860000E-4	1.799999952E0	2.500000000E1
5.724318896E1	4.144091847E-3	0.000000000E0	9.104150000E-4	1.799999952E0	2.500000000E1
5.727649915E1	4.144091847E-3	0.000000000E0	9.555780000E-4	1.799999952E0	2.500000000E1
5.730983288E1	4.160216718E-3	0.000000000E0	1.002982000E-3	1.799999952E0	2.500000000E1
5.734304507E1	4.119904541E-3	0.000000000E0	1.052737000E-3	1.799999952E0	2.500000000E1
5.737638684E1	4.140060630E-3	0.000000000E0	1.104961000E-3	1.799999952E0	2.500000000E1
5.740967461E1	4.107810888E-3	0.000000000E0	1.159775000E-3	1.799999952E0	2.500000000E1
5.744301765E1	4.119904541E-3	0.000000000E0	1.217308000E-3	1.799999952E0	2.500000000E1
5.747632173E1	4.107810888E-3	0.000000000E0	1.277696000E-3	1.799999952E0	2.500000000E1
5.750957873E1	4.123935759E-3	0.000000000E0	1.341079000E-3	1.799999952E0	2.500000000E1
5.754286915E1	4.144091847E-3	0.000000000E0	1.407607000E-3	1.799999952E0	2.500000000E1
5.764266438E1	4.131998194E-3	0.000000000E0	1.477435000E-3	1.799999952E0	2.500000000E1
5.767597784E1	4.103779670E-3	0.000000000E0	1.627655000E-3	1.799999952E0	2.500000000E1
5.770922827E1	4.136029412E-3	0.000000000E0	1.708399000E-3	1.799999952E0	2.500000000E1
5.774238273E1	4.148123065E-3	0.000000000E0	1.708399000E-3	1.799999952E0	2.500000000E1
5.777575154E1	4.168279154E-3	0.000000000E0	1.793148000E-3	1.799999952E0	2.500000000E1
5.780899080E1	4.156185501E-3	0.000000000E0	1.882102000E-3	1.799999952E0	2.500000000E1
5.784235281E1	4.164247936E-3	0.000000000E0	1.975469000E-3	1.799999952E0	2.500000000E1
5.787557954E1	4.160216718E-3	0.000000000E0	2.073467000E-3	1.799999952E0	2.500000000E1
5.790888665E1	4.152154283E-3	0.000000000E0	2.284289000E-3	1.799999952E0	2.500000000E1
5.794206300E1	4.152154283E-3	0.000000000E0	2.284289000E-3	1.799999952E0	2.500000000E1
5.797539223E1	4.160216718E-3	0.000000000E0	2.397607000E-3	1.799999952E0	2.500000000E1
5.804175396E1	4.136029412E-3	0.000000000E0	2.516547000E-3	1.799999952E0	2.500000000E1
5.807504650E1	4.136029412E-3	0.000000000E0	2.641387000E-3	1.799999952E0	2.500000000E1
5.810824873E1	4.140060630E-3	0.000000000E0	2.772420000E-3	1.799999952E0	2.500000000E1
5.814139711E1	4.107810888E-3	0.000000000E0	2.909953000E-3	1.799999952E0	2.500000000E1
5.817459619E1	4.152154283E-3	0.000000000E0	3.054309000E-3	1.799999952E0	2.500000000E1
5.820794319E1	4.160216718E-3	0.000000000E0	3.205826000E-3	1.799999952E0	2.500000000E1
5.827445523E1	4.164247936E-3	0.000000000E0	3.364860000E-3	1.799999952E0	2.500000000E1
5.834085719E1	4.160216718E-3	0.000000000E0	3.531783000E-3	1.799999952E0	2.500000000E1
5.837406715E1	4.160216718E-3	0.000000000E0	3.706987000E-3	1.799999952E0	2.500000000E1
5.840717330E1	4.180372807E-3	0.000000000E0	3.890882000E-3	1.799999952E0	2.500000000E1
5.844031423E1	4.168279154E-3	0.000000000E0	4.083900000E-3	1.799999952E0	2.500000000E1
5.850685257E1	4.168279154E-3	0.000000000E0	4.286493000E-3	1.799999952E0	2.500000000E1
5.853995504E1	4.172310372E-3	0.000000000E0	4.722328000E-3	1.799999952E0	2.500000000E1
5.857309007E1	4.180372807E-3	0.000000000E0	4.956592000E-3	1.799999952E0	2.500000000E1
5.860618119E1	4.160216718E-3	0.000000000E0	4.956592000E-3	1.799999952E0	2.500000000E1
5.863952088E1	4.180372807E-3	0.000000000E0	5.202477000E-3	1.799999952E0	2.500000000E1
5.867267234E1	4.196497678E-3	0.000000000E0	5.460560000E-3	1.799999952E0	2.500000000E1
5.873888027E1	4.180372807E-3	0.000000000E0	5.731446000E-3	1.799999952E0	2.500000000E1
5.877189207E1	4.180372807E-3	0.000000000E0	6.015770000E-3	1.799999952E0	2.500000000E1
5.880494388E1	4.192466460E-3	0.000000000E0	6.314199000E-3	1.799999952E0	2.500000000E1
5.887134746E1	4.164247936E-3	0.000000000E0	6.627432000E-3	1.799999952E0	2.500000000E1
5.890443196E1	4.148123065E-3	0.000000000E0	6.956204000E-3	1.799999952E0	2.500000000E1
5.893737615E1	4.164247936E-3	0.000000000E0	7.663487000E-3	1.799999952E0	2.500000000E1
5.897035969E1	4.168279154E-3	0.000000000E0	7.663487000E-3	1.799999952E0	2.500000000E1
5.900370219E1	4.160216718E-3	0.000000000E0	8.043656000E-3	1.799999952E0	2.500000000E1
5.906975200E1	4.164247936E-3	0.000000000E0	8.442684000E-3	1.799999952E0	2.500000000E1
5.910263227E1	4.136029412E-3	0.000000000E0	8.861507000E-3	1.799999952E0	2.500000000E1
5.913551565E1	4.164247936E-3	0.000000000E0	9.301107000E-3	1.799999952E0	2.500000000E1
5.916848146E1	4.176341589E-3	0.000000000E0	9.762514000E-3	1.799999952E0	2.500000000E1
5.923467688E1	4.156185501E-3	0.000000000E0	1.024681100E-2	1.799999952E0	2.500000000E1
5.930096507E1	4.196497678E-3	0.000000000E0	1.075513300E-2	1.799999952E0	2.500000000E1
5.933433407E1	4.232778638E-3	0.000000000E0	1.128867100E-2	1.799999952E0	2.500000000E1
5.936760153E1	4.248903509E-3	0.000000000E0	1.184867700E-2	1.799999952E0	2.500000000E1
5.940093834E1	4.228747420E-3	0.000000000E0	1.243646400E-2	1.799999952E0	2.500000000E1
5.943423126E1	4.252934727E-3	0.000000000E0	1.305341000E-2	1.799999952E0	2.500000000E1
5.946754607E1	4.260997162E-3	0.000000000E0	1.370096100E-2	1.799999952E0	2.500000000E1
5.953422930E1	4.317434211E-3	0.000000000E0	1.438063600E-2	1.799999952E0	2.500000000E1
5.956758711E1	4.285184469E-3	0.000000000E0	1.509402800E-2	1.799999952E0	2.500000000E1
5.960098126E1	4.277122033E-3	0.000000000E0	1.584281000E-2	1.799999952E0	2.500000000E1
5.963423892E1	4.260997162E-3	0.000000000E0	1.662873700E-2	1.799999952E0	2.500000000E1
5.970102503E1	4.309371775E-3	0.000000000E0	1.745365200E-2	1.799999952E0	2.500000000E1
5.973425284E1	4.321465428E-3	0.000000000E0	1.922828000E-2	1.799999952E0	2.500000000E1
5.976759680E1	4.313402993E-3	0.000000000E0	1.922828000E-2	1.799999952E0	2.500000000E1
5.980091053E1	4.297278122E-3	0.000000000E0	2.018215300E-2	1.799999952E0	2.500000000E1
5.983426523E1	4.349683953E-3	0.000000000E0	2.118334600E-2	1.799999952E0	2.500000000E1
5.986759780E1	4.410152219E-3	0.000000000E0	2.223420600E-2	1.799999952E0	2.500000000E1
5.993429323E1	4.454495614E-3	0.000000000E0	2.333719600E-2	1.799999952E0	2.500000000E1
5.996760130E1	4.486745356E-3	0.000000000E0	2.449490300E-2	1.799999952E0	2.500000000E1
6.000093861E1	4.531088751E-3	0.000000000E0	2.571004200E-2	1.799999952E0	2.500000000E1
6.006760211E1	4.490776574E-3	0.000000000E0	2.698546100E-2	1.799999952E0	2.500000000E1
6.010101161E1	4.474651703E-3	0.000000000E0	2.972925100E-2	1.799999952E0	2.500000000E1
6.013430488E1	4.575432147E-3	0.000000000E0	2.972925100E-2	1.799999952E0	2.500000000E1
6.016763200E1	4.635900413E-3	0.000000000E0	3.120405500E-2	1.799999952E0	2.500000000E1
6.020095680E1	4.724587203E-3	0.000000000E0	3.275202000E-2	1.799999952E0	2.500000000E1
6.026769203E1	4.752805728E-3	0.000000000E0	3.437677700E-2	1.799999952E0	2.500000000E1
6.030105103E1	4.797149123E-3	0.000000000E0	3.613551800E-2	1.799999952E0	2.500000000E1
6.033430823E1	4.805211558E-3	0.000000000E0	3.807881900E-2	1.799999952E0	2.500000000E1
6.036764688E1	4.926148091E-3	0.000000000E0	4.023675400E-2	1.799999952E0	2.500000000E1
6.040096600E1	5.067240712E-3	0.000000000E0	4.264620100E-2	1.799999952E0	2.500000000E1
6.046879176E1	5.498581011E-3	0.000000000E0	4.535285200E-2	1.799999952E0	2.500000000E1
6.050582538E1	8.985584365E-3	0.000000000E0	5.190226900E-2	1.799999952E0	2.500000000E1
6.054428380E1	1.573787410E-2	2.177151424E-4	5.587965200E-2	1.799999952E0	2.500000000E1
6.058596050E1	4.527460655E-2	7.356749733E-3	6.042360100E-2	1.799999952E0	2.500000000E1
6.062761423E1	8.485713364E-2	1.737741726E-2	6.042360100E-2	1.799999952E0	2.500000000E1
6.067306507E1	2.895059340E-1	2.292466886E-1	3.534382000E-2	1.799999952E0	5.000000000E1
6.071860900E1	9.614333398E-1	1.541384779E0	3.534382000E-2	1.799999952E0	5.000000000E1
