"t"	"x"	"y"	"z"	"magnitud"
8.165722489E0	-8.517772555E-1	5.045762062E-1	3.517584801E-1	1.050645358E0
8.173969759E0	-5.841168165E-1	4.236426353E-1	5.102329254E-1	8.837438407E-1
8.182208913E0	-4.722115993E-1	3.740611076E-1	5.847053528E-1	8.395152508E-1
8.190447259E0	-4.907376766E-1	2.961559296E-1	5.507254601E-1	7.948775593E-1
8.198684528E0	-5.640460849E-1	1.639947891E-1	4.458031654E-1	7.374162590E-1
8.206921912E0	-7.630734444E-1	4.090356827E-2	2.373218536E-1	8.001723849E-1
8.215159682E0	-9.112330675E-1	-4.292774200E-2	1.678514481E-1	9.275573314E-1
8.223397682E0	-9.271926284E-1	-6.964969635E-2	1.504020691E-1	9.418906692E-1
8.231635143E0	-8.728572130E-1	-3.056526184E-3	1.563186646E-1	8.867494469E-1
8.239872643E0	-8.021312356E-1	6.966066360E-2	1.559329033E-1	8.201110885E-1
8.248111105E0	-6.295745373E-1	4.444694519E-2	8.370351791E-2	6.366678159E-1
8.256347451E0	-4.627145529E-1	-1.697826385E-2	5.753707886E-2	4.665871133E-1
8.264584105E0	-2.506386042E-1	-1.029481888E-1	4.654455185E-2	2.749262352E-1
8.272819335E0	-2.752802372E-1	-1.635036469E-1	3.902292252E-2	3.225452526E-1
8.281056528E0	-4.088403583E-1	-2.322983742E-1	-4.166746140E-2	4.720690103E-1
8.289293412E0	-7.231479883E-1	-3.087687492E-1	-1.866264343E-1	8.081525719E-1
8.297531220E0	-9.438804388E-1	-3.678507805E-1	-2.940611839E-1	1.054844282E0
8.305768681E0	-8.604700565E-1	-3.631482124E-1	-3.333597183E-1	9.916723472E-1
8.314006604E0	-6.858388186E-1	-2.985620499E-1	-3.262124062E-1	8.160445555E-1
8.322244527E0	-4.347636104E-1	-2.208137512E-1	-3.258790970E-1	5.864940711E-1
8.330482297E0	-2.199307084E-1	-1.202292442E-1	-1.850070953E-1	3.115320417E-1
8.338720104E0	-1.342144012E-1	-7.110261917E-2	8.764171600E-2	1.753572306E-1
8.346957912E0	-1.718527079E-2	-4.577064514E-2	3.340644836E-1	3.376231105E-1
8.355197258E0	1.077467203E-1	-4.847383499E-2	4.319543839E-1	4.478210113E-1
8.363436720E0	1.502245069E-1	-7.782268524E-2	5.452737808E-1	5.709179178E-1
8.371675027E0	1.203273535E-1	-8.141183853E-2	6.216273308E-1	6.383784910E-1
8.379912989E0	8.289098740E-3	-1.413631439E-1	7.649035454E-1	7.779008172E-1
8.388150066E0	-2.461234331E-1	-4.233460426E-1	1.267880917E0	1.359161740E0
8.396387604E0	-8.877823353E-1	-9.725914001E-1	1.810169697E0	2.238482932E0
8.404624950E0	-2.183624744E0	-1.858077526E0	2.228877544E0	3.631606287E0
8.412861681E0	-4.512747765E0	-2.848468781E0	1.927953720E0	5.674123045E0
8.421107181E0	-6.908392906E0	-3.648471355E0	1.107635498E0	7.890759924E0
8.429344758E0	-9.280407906E0	-4.737940788E0	1.860790253E-1	1.042154879E1
8.437580796E0	-1.124325085E1	-6.148151398E0	1.123833656E-1	1.281495553E1
8.445817142E0	-1.236164093E1	-7.331814766E0	9.792308807E-1	1.440571301E1
8.454053835E0	-1.220741463E1	-8.523899078E0	2.193433762E0	1.504955079E1
8.462290835E0	-1.134191608E1	-9.362309456E0	3.563164711E0	1.513235083E1
8.470527411E0	-9.893857956E0	-9.550266266E0	3.956311226E0	1.430903245E1
8.478765411E0	-9.626966476E0	-9.442547798E0	1.856872797E0	1.361205969E1
8.487002642E0	-9.056837082E0	-9.339380264E0	-1.837514043E0	1.313875106E1
8.495239681E0	-6.296567917E0	-9.082153320E0	-5.195600510E0	1.221173784E1
8.503477796E0	-8.409752846E-1	-6.623114109E0	-9.895108223E0	1.193675193E1
8.511717027E0	4.936095238E0	-2.784752846E0	-1.600073814E1	1.697479030E1
8.519955565E0	1.032182503E1	1.743581772E0	-2.333160400E1	2.557232674E1
8.528192988E0	1.500549889E1	4.611171246E0	-3.253432083E1	3.612353705E1
8.536430527E0	1.868245506E1	5.518140316E0	-4.020469284E1	4.467551148E1
8.544668296E0	1.734718513E1	5.443887711E0	-3.832132339E1	4.241561708E1
8.552904450E0	1.257045555E1	4.645334244E0	-2.956597900E1	3.246140166E1
8.561140642E0	8.041469574E0	2.525905609E0	-1.991500854E1	2.162528607E1
8.569377180E0	4.641432285E0	8.242959976E-1	-1.266341591E1	1.351238173E1
8.577613334E0	1.224823475E0	-8.892059326E-3	-6.247524261E0	6.366461420E0
8.585850334E0	-1.930143833E0	-7.712073326E-1	-3.643213272E0	4.194427126E0
8.594087757E0	-4.962277412E0	-2.286177158E0	-2.590492249E0	6.046606751E0
8.602325065E0	-7.325241089E0	-4.253929138E0	-1.617918015E0	8.623962478E0
8.610562257E0	-1.082990456E1	-6.273205280E0	-6.818566322E-1	1.253414798E1
8.618799065E0	-1.307223988E1	-8.151999474E0	1.498120308E0	1.547846618E1
8.627035565E0	-1.190017796E1	-9.080528259E0	5.185741901E0	1.584178487E1
8.635271257E0	-9.297823906E0	-9.144505501E0	9.566202164E0	1.617355045E1
8.643509295E0	-6.174887657E0	-8.749436378E0	1.430504799E1	1.786942284E1
8.651746795E0	-4.612411976E0	-8.321648598E0	1.640221786E1	1.896198646E1
8.659984180E0	-6.278247833E0	-7.503681660E0	1.524185753E1	1.811176014E1
8.668230449E0	-7.495391846E0	-6.862754345E0	1.152116299E1	1.536279573E1
8.676466949E0	-7.593410492E0	-6.272064209E0	6.103663445E0	1.158677607E1
8.684704103E0	-7.636805534E0	-4.757736683E0	2.313227654E-1	9.000575945E0
8.692941103E0	-7.249945164E0	-2.522554874E0	-4.993150234E0	9.157321510E0
8.701177526E0	-4.139196873E0	-1.098583698E0	-1.081891823E1	1.163567052E1
8.709414295E0	-2.357697487E-1	-1.247981071E0	-1.634962845E1	1.639888394E1
8.717651334E0	2.101060390E0	-4.165530205E-1	-1.528858185E1	1.543789837E1
8.725889526E0	3.236495018E0	6.200060844E-1	-1.142820549E1	1.189382984E1
8.734128487E0	3.404222965E0	4.981908798E-1	-6.667191505E0	7.502557612E0
8.742367295E0	1.864439011E0	-2.168292999E-1	-1.119546413E0	2.185527840E0
8.750605718E0	-6.610965729E-2	-8.018646240E-1	1.969186306E0	2.127216978E0
8.758844756E0	-1.014421701E0	-1.174246788E0	4.532574654E0	4.790839164E0
8.767082949E0	-9.121398926E-1	-1.169983864E0	6.923904896E0	7.081053624E0
8.775322179E0	-1.722164154E-1	-1.074521542E0	7.970526695E0	8.044473310E0
8.783561141E0	4.982025623E-1	-1.284399033E0	7.845391750E0	7.965428952E0
8.791799218E0	5.221521854E-1	-1.451333046E0	6.567216396E0	6.745912964E0
8.800036141E0	-6.870198250E-2	-1.413815022E0	4.805417061E0	5.009553474E0
8.808272718E0	-9.065036774E-1	-1.263978481E0	2.984979630E0	3.365931358E0
8.816510756E0	-1.489936829E0	-1.145988464E0	1.468134880E0	2.385083089E0
8.824749487E0	-1.842508197E0	-1.139810562E0	2.652831078E-1	2.182745908E0
8.832988333E0	-1.979174376E0	-1.236603260E0	-2.604427338E-1	2.348222572E0
8.841226641E0	-1.575195074E0	-1.470226765E0	-6.459002495E-1	2.249442907E0
8.849464102E0	-1.164774299E0	-1.407684326E0	-1.008357048E0	2.086877635E0
8.857700371E0	-1.424383759E0	-6.941952705E-1	-1.201982498E0	1.988853462E0
8.865937833E0	-9.045524597E-1	-2.660284042E-1	-1.950726986E0	2.166638419E0
8.874174294E0	-6.828653812E-1	-1.062049866E-1	-2.273686171E0	2.376390841E0
8.882410794E0	-5.630568266E-1	-1.918125153E-2	-2.332401752E0	2.399478870E0
8.890648179E0	-4.864758253E-1	1.377668381E-1	-2.936196089E0	2.979410328E0
8.898885833E0	-3.457497358E-1	2.515697479E-1	-3.774760723E0	3.798900990E0
8.907123064E0	-1.754264951E0	8.910751343E-2	-4.050964355E0	4.415393287E0
8.915368333E0	-6.285760403E-1	-7.550482750E-1	-4.393608570E0	4.502110839E0
8.923605102E0	4.451901913E-1	-6.656312943E-1	-4.614292145E0	4.683262893E0
8.931841910E0	2.435679436E-1	-6.933784485E-2	-4.545220375E0	4.552269910E0
8.940078217E0	5.581481457E-1	4.409270287E-1	-4.220354557E0	4.279876001E0
8.948313910E0	1.096688509E0	7.664909363E-1	-3.410504341E0	3.663573925E0
8.956549640E0	6.807575226E-1	3.346705437E-1	-3.106558800E0	3.197834072E0
8.964786333E0	1.034581900E0	-4.139232635E-2	-2.510333300E0	2.715482702E0
8.973023371E0	1.275635123E0	-2.735490799E-1	-1.336500168E0	1.867700930E0
8.981259986E0	9.303338528E-1	-4.107146263E-1	-1.766824722E-1	1.032193915E0
8.989497063E0	-3.305721283E-2	-5.654668808E-1	3.675966263E-1	6.752576192E-1
8.997735256E0	-7.529509068E-1	-8.416576385E-1	5.255446434E-1	1.245600185E0
9.005973679E0	-1.288892984E0	-1.054892063E0	7.453165054E-1	1.824702464E0
9.014211525E0	-1.690742850E0	-1.033919334E0	9.448437691E-1	2.195525068E0
9.022449025E0	-2.076067448E0	-9.066424370E-1	1.260699749E0	2.592570233E0
9.030685755E0	-1.532621384E0	-6.388812065E-1	1.941577435E0	2.554764262E0
9.038923025E0	-6.583679914E-1	-5.792703629E-1	2.526607037E0	2.674461756E0
9.047160486E0	8.211147785E-2	-8.046369553E-1	2.777273178E0	2.892650900E0
9.055397525E0	1.033319235E0	-1.215250969E0	2.357961178E0	2.846851678E0
9.063634948E0	1.302201748E0	-2.377833843E0	8.346796036E-2	2.712340332E0
9.071872448E0	1.546440721E-1	-5.853686333E-1	7.178068161E-1	9.390515700E-1
9.080110101E0	-5.694603920E-2	-5.660843849E-1	4.662003517E-1	7.355522756E-1
9.088347486E0	-1.011905670E-1	-4.136047363E-1	-7.915577888E-1	8.988170792E-1
9.096583255E0	3.020738959E-1	-3.004984856E-1	-1.262936592E0	1.332875393E0
9.104821178E0	8.250190616E-1	-1.594262123E-1	-2.633833885E-1	8.805929698E-1
9.113057332E0	1.359472752E0	-8.146100044E-1	-5.022811890E-1	1.662540831E0
9.121295370E0	1.611067176E0	-9.231114388E-1	9.631299973E-2	1.859287059E0
9.129533140E0	2.250359058E0	-5.511574745E-1	1.223959446E0	2.620299063E0
9.137771370E0	2.447924376E0	7.503390312E-1	2.847899914E0	3.829605245E0
9.146008101E0	2.332296133E0	2.229870319E0	3.478393078E0	4.744591162E0
9.154245563E0	1.303341150E0	2.627198696E0	2.628311157E0	3.938132893E0
9.162492409E0	-3.193908036E-1	2.062732697E0	1.993835926E0	2.886565150E0
9.170731947E0	-1.850824118E0	1.404798985E0	1.620373249E0	2.832775947E0
9.178970870E0	-2.883724689E0	1.004559040E0	1.402291298E0	3.360271988E0
9.187210101E0	-3.079945326E0	5.648593903E-1	7.431011200E-1	3.218280382E0
9.195449216E0	-2.481202602E0	2.860202789E-1	7.948684692E-2	2.498898180E0
9.203688139E0	-1.524291039E0	2.146935463E-1	-1.519589424E-1	1.546818674E0
9.211925832E0	-8.251023293E-1	3.879928589E-1	-2.720499039E-2	9.121800391E-1
9.220163985E0	-7.681319118E-1	8.130087852E-1	3.071866035E-1	1.159902379E0
9.228401178E0	-1.168159485E0	1.178608894E0	4.864106178E-1	1.729251514E0
9.236637947E0	-1.178759813E0	1.250112057E0	3.687777519E-1	1.757342278E0
9.244874985E0	-1.212828636E0	1.123371601E0	2.869477272E-1	1.677872478E0
9.253111755E0	-1.252153754E0	1.024064541E0	3.647627831E-1	1.658206590E0
9.261347562E0	-1.012104869E0	9.093747139E-1	3.527936935E-1	1.405625137E0
9.269582678E0	-4.538739324E-1	5.458312035E-1	2.211799622E-1	7.435414076E-1
9.277819062E0	-9.891805053E-2	3.716669083E-1	1.280336380E-1	4.053562432E-1
9.286056562E0	-2.300676703E-2	2.988367081E-1	5.856657028E-2	3.053894769E-1
9.294294062E0	1.353396177E-1	4.158768654E-1	-4.239749908E-2	4.393949558E-1
9.302531024E0	2.654334307E-1	4.477601051E-1	-7.460784912E-2	5.258425135E-1
9.310768101E0	3.058137000E-1	4.039092064E-1	-6.905555725E-3	5.066678920E-1
9.319005793E0	4.286378324E-1	3.436059952E-1	2.952814102E-2	5.501521448E-1
9.327243754E0	4.735504389E-1	2.495474815E-1	3.519344330E-2	5.364350307E-1
9.335480254E0	4.702668488E-1	1.528258324E-1	-1.096925735E-1	5.064968952E-1
9.343717370E0	4.029986262E-1	8.718061447E-2	-2.520203590E-1	4.832417756E-1
9.351954254E0	2.360980511E-1	4.846000671E-2	-3.420677185E-1	4.184506972E-1
9.360190793E0	6.056463718E-2	-2.378320694E-2	-4.193930626E-1	4.244104819E-1
9.368427293E0	-3.992635012E-2	-7.701730728E-2	-3.992104530E-1	4.085275570E-1
9.376663869E0	-1.389148235E-1	-1.063585281E-1	-3.441195488E-1	3.860410970E-1
9.384902908E0	-1.969643235E-1	-1.195449829E-1	-2.563643456E-1	3.446862709E-1
9.393139293E0	-1.558230519E-1	-1.248822212E-1	-1.256818771E-1	2.359498399E-1
9.401374331E0	-3.451454639E-2	-1.409273148E-1	-6.313133240E-2	1.582318776E-1
9.409618562E0	3.793513775E-2	-2.485709190E-1	-4.779386520E-2	2.559508352E-1
9.417853908E0	2.239835262E-1	-2.051277161E-1	-2.343273163E-2	3.046228698E-1
9.426088177E0	2.405433357E-1	-1.821594238E-1	3.786087036E-2	3.040996507E-1
9.434324523E0	1.915048659E-1	-2.033886909E-1	2.583360672E-2	2.805502602E-1
9.442561254E0	1.301569939E-1	-2.192888260E-1	-3.220748901E-2	2.570325944E-1
9.450798523E0	-2.237290144E-2	-1.796212196E-1	1.265621185E-2	1.814511200E-1
9.459036100E0	-1.427580714E-1	-1.503834724E-1	4.951906204E-2	2.131834732E-1
9.467274292E0	-1.476593018E-1	-1.182932854E-1	8.581590652E-2	2.077521133E-1
9.475513484E0	-7.018822432E-2	-1.169037819E-1	1.048493385E-1	1.720065837E-1
9.483751331E0	3.051614761E-2	-1.299734116E-1	1.047649384E-1	1.697056725E-1
9.491988984E0	3.384703398E-2	-1.149868965E-1	9.342479706E-2	1.519730265E-1
9.500226369E0	-2.390253544E-2	-8.642578125E-2	6.857872009E-2	1.128883861E-1
9.508465715E0	-5.675184727E-2	-3.449678421E-2	4.916620255E-2	8.263241351E-2
9.516702907E0	-8.677691221E-2	-3.786659241E-2	4.200458527E-2	1.035784558E-1
9.524939177E0	-6.479424238E-2	-1.004219055E-2	4.909753799E-2	8.191280531E-2
9.533174446E0	-5.578058958E-2	3.265666962E-2	1.322550774E-1	1.472050873E-1
9.541410753E0	-2.589696646E-2	2.059078217E-2	1.935324669E-1	1.963401358E-1
9.549648292E0	4.375410080E-2	-8.366107941E-3	1.542882919E-1	1.605904422E-1
9.557884869E0	1.010217667E-1	-2.082395554E-2	8.412933350E-2	1.331043922E-1
9.566121330E0	8.159136772E-2	-1.683664322E-2	5.975103378E-2	1.025222409E-1
9.574356523E0	8.794921637E-2	1.339435577E-3	1.839265823E-1	2.038770375E-1
9.582593599E0	7.487988472E-2	6.723880768E-3	2.824988365E-1	2.923316615E-1
9.590829215E0	2.903962135E-2	1.529264450E-2	2.318053246E-1	2.341172208E-1
9.599064561E0	-5.588644743E-2	3.931093216E-2	1.561794281E-1	1.704718691E-1
9.607300869E0	-1.803129911E-2	3.114748001E-2	2.061233521E-1	2.092417968E-1
9.615534984E0	9.159338474E-2	-1.363849640E-2	2.734951973E-1	2.887472591E-1
9.623768561E0	1.961912513E-1	-6.447219849E-2	1.169710159E-1	2.373391877E-1
9.632004407E0	2.918041348E-1	-9.946584702E-2	-1.008529663E-1	3.243677368E-1
9.640240753E0	1.999421716E-1	-1.081547737E-1	-1.603903770E-1	2.782074767E-1
9.648475830E0	-1.095317602E-1	-1.120629311E-1	-6.600904465E-2	1.700367636E-1
9.656720407E0	-1.011078954E-1	-7.608079910E-2	1.063618660E-1	1.652995494E-1
9.664956407E0	-6.794244051E-2	-4.576539993E-2	3.784041405E-1	3.871696535E-1
9.673192330E0	-1.905539036E-1	-6.119918823E-2	5.265078545E-1	5.632642822E-1
9.681430368E0	-1.217669249E-1	-8.961439133E-2	3.072404861E-1	3.424246478E-1
9.689668984E0	-2.740995884E-1	-1.333327293E-1	-8.178219795E-1	8.727777445E-1
9.697906522E0	-9.771693945E-1	2.421412468E-1	-1.776812553E0	2.042193737E0
9.706143714E0	4.960370064E-2	1.789197922E-1	2.362256050E-1	3.004585755E-1
9.714380830E0	7.588295937E-1	-1.862049103E-2	-1.254782677E-1	7.693593897E-1
9.722617907E0	8.509931564E-1	-3.038830757E-1	-1.584491730E-1	9.174096230E-1
9.730855676E0	8.588379622E-1	-3.965654373E-1	2.933282852E-1	9.904081352E-1
9.739093137E0	3.776183128E-1	-3.747596741E-1	6.804857254E-1	8.637715126E-1
9.747331983E0	-2.519701719E-1	-7.477521896E-2	-4.814004898E-2	2.672036026E-1
9.755570291E0	-2.836824656E-1	1.812381744E-1	-4.299974442E-1	5.460959798E-1
